doi,title,text
10.1016/j.cognition.2005.01.001,Gesture is at the cutting edge of early language development ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050323', '$': '2005-03-23'}}}}"
10.1016/j.cognition.2005.01.002,Phoneme isolation ability is not simply a consequence of letter-sound knowledge ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050408', '$': '2005-04-08'}}}}"
10.1016/j.cognition.2005.01.003,Principled and statistical connections in common sense conception ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050419', '$': '2005-04-19'}}}}"
10.1016/j.cognition.2005.01.004,Spatial representation of pitch height: the SMARC effect ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050531', '$': '2005-05-31'}}}}"
10.1016/j.cognition.2005.01.005,What does an intermediate success rate mean? An analysis of a Piagetian liquid conservation task in the great apes ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050414', '$': '2005-04-14'}}}}"
10.1016/j.cognition.2005.01.006,Speech segmentation by statistical learning depends on attention ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050418', '$': '2005-04-18'}}}}"
10.1016/j.cognition.2005.01.007,Young infants' expectations about hidden objects ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050427', '$': '2005-04-27'}}}}"
10.1016/j.cognition.2005.01.008,The role of inferences about referential intent in word learning: Evidence from autism ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050531', '$': '2005-05-31'}}}}"
10.1016/j.cognition.2005.01.009,Effects of syllable frequency in speech production ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050606', '$': '2005-06-06'}}}}"
10.1016/j.cognition.2005.01.010,Décalage in infants' knowledge about occlusion and containment events: Converging evidence from action tasks ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050606', '$': '2005-06-06'}}}}"
10.1016/j.cognition.2005.01.011,Chimpanzees deceive a human competitor by hiding ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060117', '$': '2006-01-17'}}}}"
10.1016/j.cognition.2005.02.001,Lexically-driven syntactic priming ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050531', '$': '2005-05-31'}}}}"
10.1016/j.cognition.2005.02.002,Interfering neighbours: The impact of novel word learning on the identification of visually similar words ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050531', '$': '2005-05-31'}}}}"
10.1016/j.cognition.2005.02.003,Is inhibition of return a reflexive effect? ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050531', '$': '2005-05-31'}}}}"
10.1016/j.cognition.2005.02.004,The role of phonological activation in the visual semantic retrieval of Chinese characters ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.02.005,The evolution of the language faculty: Clarifications and implications ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050819', '$': '2005-08-19'}}}}"
10.1016/j.cognition.2005.02.006,Cumulative semantic inhibition in picture naming: experimental and computational studies ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060117', '$': '2006-01-17'}}}}"
10.1016/j.cognition.2005.03.002,Categorical perception of speech sounds in illiterate adults ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.03.003,"Decisions, decisions: infant language learning when multiple generalizations are possible ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050629', '$': '2005-06-29'}}}}"
10.1016/j.cognition.2005.03.004,Segmentation of object outlines into parts: A large-scale integrative study ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050725', '$': '2005-07-25'}}}}"
10.1016/j.cognition.2005.03.005,"On the masking and disclosure of unconscious elaborate processing. A reply to Van Opstal, Reynvoet, and Verguts (2005) ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.04.001,Processing controlled PROs in Spanish ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20051128', '$': '2005-11-28'}}}}"
10.1016/j.cognition.2005.04.002,On the fate of distractor stimuli in rapid serial visual presentation ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.04.003,Measuring individual differences in sensitivities to basic emotions in faces ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.04.004,Can infants attribute to an agent a disposition to perform a particular action? ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050701', '$': '2005-07-01'}}}}"
10.1016/j.cognition.2005.04.005,Unconscious semantic categorization and mask interactions: An elaborate response to Kunde et al. (2005) ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050629', '$': '2005-06-29'}}}}"
10.1016/j.cognition.2005.04.006,"The nature of the language faculty and its implications for evolution of language (Reply to Fitch, Hauser, and Chomsky) ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20050919', '$': '2005-09-19'}}}}"
