doi,title,text
10.1016/j.cognition.2011.01.001,Money enhances memory consolidation – But only for boring material ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110202', '$': '2011-02-02'}}}}"
10.1016/j.cognition.2011.01.002,Mindset changes lead to drastic impairments in rule finding ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110211', '$': '2011-02-11'}}}}"
10.1016/j.cognition.2011.01.003,Making tools isn’t child’s play ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110218', '$': '2011-02-18'}}}}"
10.1016/j.cognition.2011.01.004,The paradox of moral focus ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110218', '$': '2011-02-18'}}}}"
10.1016/j.cognition.2011.01.005,"Eye movements reveal the time-course of anticipating behaviour based on complex, conflicting desires ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110224', '$': '2011-02-24'}}}}"
10.1016/j.cognition.2011.01.006,The accidental transgressor: Morally-relevant theory of mind ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110304', '$': '2011-03-04'}}}}"
10.1016/j.cognition.2011.01.007,Seeking positive experiences can produce illusory correlations ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110312', '$': '2011-03-12'}}}}"
10.1016/j.cognition.2011.01.008,Eye contact facilitates awareness of faces during interocular suppression ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110212', '$': '2011-02-12'}}}}"
10.1016/j.cognition.2011.01.009,Superordinate shape classification using natural shape statistics ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110325', '$': '2011-03-25'}}}}"
10.1016/j.cognition.2011.01.010,Symbolic magnitude modulates perceptual strength in binocular rivalry ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110212', '$': '2011-02-12'}}}}"
10.1016/j.cognition.2011.01.011,Identity-specific face adaptation effects: Evidence for abstractive face representations ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110212', '$': '2011-02-12'}}}}"
10.1016/j.cognition.2011.01.012,View combination: A generalization mechanism for visual recognition ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110221', '$': '2011-02-21'}}}}"
10.1016/j.cognition.2011.01.013,When good evidence goes bad: The weak evidence effect in judgment and decision-making ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110222', '$': '2011-02-22'}}}}"
10.1016/j.cognition.2011.01.014,Cues to intention: The role of movement information ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110223', '$': '2011-02-23'}}}}"
10.1016/j.cognition.2011.01.015,Processing of perceptual information is more robust than processing of conceptual information in preschool-age children: Evidence from costs of switching ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110223', '$': '2011-02-23'}}}}"
10.1016/j.cognition.2011.01.016,He throws like a girl (but only when he’s sad): Emotion affects sex-decoding of biological motion displays ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110223', '$': '2011-02-23'}}}}"
10.1016/j.cognition.2011.01.017,The intention-to-CAUSE bias: Evidence from children’s causal language ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110323', '$': '2011-03-23'}}}}"
10.1016/j.cognition.2011.01.018,Time and moral judgment ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110226', '$': '2011-02-26'}}}}"
10.1016/j.cognition.2011.01.019,Split identity: Intransitive judgments of the identity of objects ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110223', '$': '2011-02-23'}}}}"
10.1016/j.cognition.2011.02.001,"Why are auditory novels distracting? Contrasting the roles of novelty, violation of expectation and stimulus change ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20110305', '$': '2011-03-05'}}}}"
