doi,title,text
10.1016/j.cognition.2009.01.001,The Human Function Compunction: Teleological explanation in adults ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090205', '$': '2009-02-05'}}}}"
10.1016/j.cognition.2009.01.002,Familiarity effects on categorization levels of faces and objects ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090212', '$': '2009-02-12'}}}}"
10.1016/j.cognition.2009.01.003,You do not find your own face faster; you just look at it longer ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090223', '$': '2009-02-23'}}}}"
10.1016/j.cognition.2009.01.004,"Are Asians forgetful? Perception, retention, and recall in episodic remembering ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090223', '$': '2009-02-23'}}}}"
10.1016/j.cognition.2009.01.005,Covert shifts of attention function as an implicit aid to insight ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090226', '$': '2009-02-26'}}}}"
10.1016/j.cognition.2009.01.006,"A kinematic approach to the conceptual representations of this and that
             ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090313', '$': '2009-03-13'}}}}"
10.1016/j.cognition.2009.01.007,Novel-view scene recognition relies on identifying spatial reference directions ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090317', '$': '2009-03-17'}}}}"
10.1016/j.cognition.2009.01.008,A Bayesian formulation of behavioral control ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090312', '$': '2009-03-12'}}}}"
10.1016/j.cognition.2009.01.009,Activating event knowledge ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090318', '$': '2009-03-18'}}}}"
10.1016/j.cognition.2009.01.010,The cognitive architecture for chaining of two mental operations ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20090323', '$': '2009-03-23'}}}}"
