doi,title,text
10.1016/j.cognition.2006.01.001,Reading spoken words: Orthographic effects in auditory priming ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060214', '$': '2006-02-14'}}}}"
10.1016/j.cognition.2006.01.002,The role of perceptual load in inattentional blindness ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060214', '$': '2006-02-14'}}}}"
10.1016/j.cognition.2006.01.003,Perceptual and decisional contributions to audiovisual interactions in the perception of apparent motion: A signal detection study ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060214', '$': '2006-02-14'}}}}"
10.1016/j.cognition.2006.01.004,Development of a view-invariant representation of the human head ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060220', '$': '2006-02-20'}}}}"
10.1016/j.cognition.2006.01.005,Basic numerical skills in children with mathematics learning disabilities: A comparison of symbolic vs non-symbolic number magnitude processing ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060220', '$': '2006-02-20'}}}}"
10.1016/j.cognition.2006.01.006,The effect of visual threat on spatial attention to touch ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060228', '$': '2006-02-28'}}}}"
10.1016/j.cognition.2006.01.007,Direct gaze modulates face recognition in young infants ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060315', '$': '2006-03-15'}}}}"
10.1016/j.cognition.2006.01.008,Different action patterns for cooperative and competitive behaviour ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060303', '$': '2006-03-03'}}}}"
10.1016/j.cognition.2006.01.009,Evidence for kind representations in the absence of language: Experiments with rhesus monkeys (Macaca mulatta) ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060303', '$': '2006-03-03'}}}}"
10.1016/j.cognition.2006.02.001,Asymptotic learning of alphanumeric coding in autobiographical memory ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060322', '$': '2006-03-22'}}}}"
10.1016/j.cognition.2006.02.002,The role of orthography in speech production revisited ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060320', '$': '2006-03-20'}}}}"
10.1016/j.cognition.2006.02.003,"Hearing a melody in different ways: Multistability of metrical interpretation, reflected in rate limits of sensorimotor synchronization ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060320', '$': '2006-03-20'}}}}"
10.1016/j.cognition.2006.02.004,Re-thinking stages of cognitive development: An appraisal of connectionist models of the balance scale task ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060330', '$': '2006-03-30'}}}}"
10.1016/j.cognition.2006.02.005,Why stereotypes don’t even make good defaults ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060417', '$': '2006-04-17'}}}}"
10.1016/j.cognition.2006.02.006,Reasoning about artifacts at 24 months: The developing teleo-functional stance ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060411', '$': '2006-04-11'}}}}"
10.1016/j.cognition.2006.02.007,The role of language in mathematical development: Evidence from children with specific language impairments ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060411', '$': '2006-04-11'}}}}"
10.1016/j.cognition.2006.02.008,No face-like processing for objects-of-expertise in three behavioural tasks ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060417', '$': '2006-04-17'}}}}"
10.1016/j.cognition.2006.02.009,Representing object colour in language comprehension ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060417', '$': '2006-04-17'}}}}"
10.1016/j.cognition.2006.03.001,Differential effects of age-of-acquisition for concrete nouns and action verbs: Evidence for partly distinct representations? ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060417', '$': '2006-04-17'}}}}"
10.1016/j.cognition.2006.03.002,Learning phonetic categories by tracking movements ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060502', '$': '2006-05-02'}}}}"
10.1016/j.cognition.2006.03.003,Early syntactic productivity: Evidence from dative shift ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060504', '$': '2006-05-04'}}}}"
10.1016/j.cognition.2006.03.004,From mere coincidences to meaningful discoveries ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060504', '$': '2006-05-04'}}}}"
10.1016/j.cognition.2006.03.005,Interlinking physical beliefs: Children’s bias towards logical congruence ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060504', '$': '2006-05-04'}}}}"
10.1016/j.cognition.2006.03.006,Infant-directed speech supports phonetic category learning in English and Japanese ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060516', '$': '2006-05-16'}}}}"
10.1016/j.cognition.2006.03.007,Waiting for the bus: When base-rates refuse to be neglected ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060524', '$': '2006-05-24'}}}}"
10.1016/j.cognition.2006.04.001,Evidentiality in language and cognition ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060516', '$': '2006-05-16'}}}}"
10.1016/j.cognition.2006.04.002,On the emergence of modern humans ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060518', '$': '2006-05-18'}}}}"
10.1016/j.cognition.2006.04.003,"Genes, brain, and cognition: A roadmap for the cognitive scientist ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060524', '$': '2006-05-24'}}}}"
10.1016/j.cognition.2006.04.004,Tangled webs: Tracing the connections between genes and cognition ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20060609', '$': '2006-06-09'}}}}"
