doi,title,text
10.1016/j.cognition.2007.01.001,Violations of coherence in subjective probability: A representational and assessment processes account ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070214', '$': '2007-02-14'}}}}"
10.1016/j.cognition.2007.01.002,"Isolating observer-based reference directions in human spatial memory: Head, body, and the self-to-array axis ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070220', '$': '2007-02-20'}}}}"
10.1016/j.cognition.2007.01.003,Learning non-local dependencies ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070306', '$': '2007-03-06'}}}}"
10.1016/j.cognition.2007.01.004,Free-ranging rhesus monkeys spontaneously individuate and enumerate small numbers of non-solid portions ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070326', '$': '2007-03-26'}}}}"
10.1016/j.cognition.2007.01.005,False recollection in children with reading comprehension difficulties ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070309', '$': '2007-03-09'}}}}"
10.1016/j.cognition.2007.01.006,What we know about what we have never heard before: Beyond phonetics Reply to Peperkamp,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070227', '$': '2007-02-27'}}}}"
10.1016/j.cognition.2007.01.007,Was it designed to do that? Children’s focus on intended function in their conceptualization of artifacts ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070228', '$': '2007-02-28'}}}}"
10.1016/j.cognition.2007.01.008,On the universality of language comprehension strategies: Evidence from Turkish ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070306', '$': '2007-03-06'}}}}"
10.1016/j.cognition.2007.01.009,Towards better computational models of the balance scale task: A reply to Shultz and Takane ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070226', '$': '2007-02-26'}}}}"
10.1016/j.cognition.2007.01.010,Commentary on Le Corre & Carey ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20070228', '$': '2007-02-28'}}}}"
