doi,title,text
10.1016/j.cognition.2008.01.001,"
               THE BACON not the bacon: How children and adults understand accented and unaccented noun phrases ","{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080320', '$': '2008-03-20'}}}}"
10.1016/j.cognition.2008.01.002,The SNARC effect does not imply a mental number line ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080303', '$': '2008-03-03'}}}}"
10.1016/j.cognition.2008.02.001,When can we say ‘if’? ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080310', '$': '2008-03-10'}}}}"
10.1016/j.cognition.2008.02.002,Emotion knowledge and autobiographical memory across the preschool years: A cross-cultural longitudinal investigation ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080318', '$': '2008-03-18'}}}}"
10.1016/j.cognition.2008.02.003,The link between statistical segmentation and word learning in adults ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080319', '$': '2008-03-19'}}}}"
10.1016/j.cognition.2008.02.004,Reference directions and reference objects in spatial memory of a briefly viewed layout ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080314', '$': '2008-03-14'}}}}"
10.1016/j.cognition.2008.02.005,Moral appraisals affect doing/allowing judgments ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080402', '$': '2008-04-02'}}}}"
10.1016/j.cognition.2008.02.006,The effect of neighborhood frequency in reading: Evidence with transposed-letter neighbors ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080418', '$': '2008-04-18'}}}}"
10.1016/j.cognition.2008.02.007,Does language guide event perception? Evidence from eye movements ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080418', '$': '2008-04-18'}}}}"
10.1016/j.cognition.2008.02.008,On the role of regular phonological variation in lexical access: Evidence from voice assimilation in French ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080408', '$': '2008-04-08'}}}}"
10.1016/j.cognition.2008.02.009,Understanding the referential nature of looking: Infants’ preference for object-directed gaze ,"{'xocs:doc': {'xocs:meta': {'xocs:open-access': {'xocs:oa-article-status': {'@is-open-access': '0', '@is-open-archive': '0'}}, 'xocs:available-online-date': {'@yyyymmdd': '20080326', '$': '2008-03-26'}}}}"
